time,header_stamp_secs,header_stamp_nsecs,header_frame_id,quaternion_x,quaternion_y,quaternion_z,quaternion_w
2026/06/04 15:16:52.95689625,1780597012,66049696,imu_link,-0.048706304281950004,0.07168221473693848,0.6402499675750732,0.7632622122764589
2026/06/04 15:16:52.95826695,1780597012,77846302,imu_link,-0.048711374402046204,0.07168246805667877,0.6402538418769838,0.7632586359977723
2026/06/04 15:16:52.95916571,1780597012,77866629,imu_link,-0.048712357878685,0.07168574631214142,0.6401966214179994,0.7633064389228822
2026/06/04 15:16:52.95989484,1780597012,77879041,imu_link,-0.04872692003846169,0.07168083637952806,0.6402056813240052,0.7632983326911927
2026/06/04 15:16:52.96068885,1780597012,77891221,imu_link,-0.048742689192295074,0.0716686174273491,0.6402085423469545,0.7632960677146913
2026/06/04 15:16:52.96129271,1780597012,77907422,imu_link,-0.048760067671537406,0.07166057825088501,0.6402096152305604,0.7632948160171509
2026/06/04 15:16:52.96189794,1780597012,88576829,imu_link,-0.048756148666143424,0.07165286689996721,0.6401941776275635,0.7633086442947388
2026/06/04 15:16:52.96249728,1780597012,88598034,imu_link,-0.048751600086688995,0.07164145261049272,0.6401982307434082,0.7633066773414613
2026/06/04 15:16:52.96309655,1780597012,88610701,imu_link,-0.048753824084997184,0.07162977755069733,0.6401927471160889,0.7633122205734253
2026/06/04 15:16:52.96369891,1780597012,88623963,imu_link,-0.04874912649393082,0.07161954045295715,0.6401966214179994,0.7633101940155029
2026/06/04 15:16:52.98565627,1780597012,98293745,imu_link,-0.04873603582382202,0.07161847501993181,0.6402122974395752,0.7632979750633241
2026/06/04 15:16:52.98759808,1780597012,98312818,imu_link,-0.04872885346412659,0.07161734998226166,0.6402177810668945,0.7632939219474794
2026/06/04 15:16:52.98885009,1780597012,98320484,imu_link,-0.04872716590762139,0.07161484658718109,0.6402134895324707,0.7632979154586792
2026/06/04 15:16:52.98962431,1780597012,98327414,imu_link,-0.048725437372922904,0.0716191977262497,0.6402180194854736,0.7632938623428345
2026/06/04 15:16:52.110222905,1780597012,110073118,imu_link,-0.04872427135705948,0.07162909954786302,0.6402262449264526,0.7632861733436586
2026/06/04 15:16:52.110326661,1780597012,110088354,imu_link,-0.04873700812458993,0.07163943350315094,0.6402342915534974,0.7632776498794556
2026/06/04 15:16:52.110474019,1780597012,110095630,imu_link,-0.048761498183012016,0.07165163010358812,0.6402386426925659,0.7632713317871094
2026/06/04 15:16:52.110579512,1780597012,110102183,imu_link,-0.04879235103726388,0.07166328281164171,0.6402385234832764,0.7632684111595155
2026/06/04 15:16:52.110683846,1780597012,110108803,imu_link,-0.04881545901298523,0.07167964428663255,0.6401752829551698,0.7633182406425477
2026/06/04 15:16:52.120770046,1780597012,120610085,imu_link,-0.04884598776698113,0.07169145345687866,0.6401941180229188,0.7632994055747987
2026/06/04 15:16:52.120884520,1780597012,120623033,imu_link,-0.048876598477363586,0.07169539481401445,0.6402000784873964,0.7632920742034912
2026/06/04 15:16:52.120988401,1780597012,120629961,imu_link,-0.04889372363686562,0.07169802486896515,0.6401926279067993,0.7632969021797181
2026/06/04 15:16:52.121102052,1780597012,120636698,imu_link,-0.048906091600656516,0.07169633358716966,0.6403037309646606,0.7632031440734863
2026/06/04 15:16:52.132642210,1780597012,132401857,imu_link,-0.048906855285167694,0.07169977575540544,0.6403185129165649,0.7631903290748597
2026/06/04 15:16:52.132752006,1780597012,132416191,imu_link,-0.04890870302915573,0.07170524448156358,0.64031982421875,0.7631886005401611
2026/06/04 15:16:52.132877249,1780597012,132423374,imu_link,-0.04890802875161172,0.07170949876308441,0.640317440032959,0.7631903290748597
2026/06/04 15:16:52.133001994,1780597012,132430067,imu_link,-0.04888927936553955,0.0717172995209694,0.64033180475235,0.7631787061691284
2026/06/04 15:16:52.133113562,1780597012,132436624,imu_link,-0.04887999221682549,0.0717218816280365,0.6403344869613647,0.7631766200065614
2026/06/04 15:16:52.143274214,1780597012,143113150,imu_link,-0.048869892954826355,0.0717231258749962,0.6403337121009828,0.7631778717041016
2026/06/04 15:16:52.143398786,1780597012,143126512,imu_link,-0.0488644726574421,0.0717214047908783,0.6403425335884095,0.7631710767745972
2026/06/04 15:16:52.143509511,1780597012,143133637,imu_link,-0.04886014759540558,0.07172545790672302,0.6403508186340332,0.7631639242172241
2026/06/04 15:16:52.143626731,1780597012,143140499,imu_link,-0.04887338727712631,0.07172372937202454,0.640347182750702,0.7631662487983705
2026/06/04 15:16:52.154180413,1780597012,153821134,imu_link,-0.04888476058840752,0.07172532379627228,0.640358567237854,0.7631558775901796
2026/06/04 15:16:52.154343254,1780597012,153840365,imu_link,-0.04889680072665215,0.07172729074954987,0.640377700328827,0.7631388902664185
2026/06/04 15:16:52.154470586,1780597012,153852309,imu_link,-0.04889567196369171,0.07172887027263641,0.6402605772018433,0.7632369995117188
2026/06/04 15:16:52.154588810,1780597012,153863504,imu_link,-0.0489027202129364,0.0717211738228798,0.6402533650398256,0.7632433176040649
2026/06/04 15:16:52.164927674,1780597012,164565128,imu_link,-0.04890055954456329,0.07171200960874559,0.640268623828888,0.7632315158843994
2026/06/04 15:16:52.165321224,1780597012,164602054,imu_link,-0.04889629408717156,0.07170669734477997,0.640282392501831,0.7632207274436952
2026/06/04 15:16:52.165594003,1780597012,164625031,imu_link,-0.04888053983449936,0.07170974463224412,0.6401551365852357,0.7633281946182251
2026/06/04 15:16:52.165969789,1780597012,164647391,imu_link,-0.04887284711003304,0.07170245051383972,0.6401550769805908,0.7633294463157655
2026/06/04 15:16:52.176788131,1780597012,176375445,imu_link,-0.04886345937848092,0.07169873267412187,0.6401669979095459,0.7633204460144043
2026/06/04 15:16:52.177006810,1780597012,176413366,imu_link,-0.04885822162032128,0.07169948518276215,0.6401715874671937,0.7633168101310731
2026/06/04 15:16:52.177292328,1780597012,176433525,imu_link,-0.04883333295583725,0.07170865684747697,0.6400781869888306,0.7633957266807557
