time,header_stamp_secs,header_stamp_nsecs,header_frame_id,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
2026/06/04 15:16:52.98572455,1780597012,98293745,imu_link,-0.04873603582382202,0.07161847501993181,0.6402122974395752,0.7632979750633241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00041872265865094965,-0.005988777149468661,0.013741105794906616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.522898316383362,0.014228229410946371,9.546301841735842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.98767288,1780597012,98312818,imu_link,-0.04872885346412659,0.07161734998226166,0.6402177810668945,0.7632939219474794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033237040042877197,-0.004358590114861728,0.005812197923660278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6494181156158447,0.09105929732322693,9.463661193847656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.98890251,1780597012,98320484,imu_link,-0.04872716590762139,0.07161484658718109,0.6402134895324707,0.7632979154586792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014379620552062988,-0.0024542219471186404,-0.004680455196648837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5592979192733767,0.25130218267440796,9.443649291992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.98969298,1780597012,98327414,imu_link,-0.048725437372922904,0.0716191977262497,0.6402180194854736,0.7632938623428345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028617682401090865,0.0018246471881866455,0.005089492071419955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4736318588256836,0.39304801821708685,9.47174072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.110186077,1780597012,110073118,imu_link,-0.04872427135705948,0.07162909954786302,0.6402262449264526,0.7632861733436586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012129546375945213,0.007011741865426303,0.00666007399559021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4156261682510378,0.5072062611579896,9.538030624389648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.110333187,1780597012,110088354,imu_link,-0.04873700812458993,0.07163943350315094,0.6402342915534974,0.7632776498794556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032827260438352828,0.013006478548049927,0.008950383402407171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.369847297668457,0.5904906392097474,9.618337631225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.110478792,1780597012,110095630,imu_link,-0.048761498183012016,0.07165163010358812,0.6402386426925659,0.7632713317871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009214879013597967,0.020178407430648804,0.004985183477401733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4286339282989502,0.5874958038330078,9.713949203491211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.110585016,1780597012,110102183,imu_link,-0.04879235103726388,0.07166328281164171,0.6402385234832764,0.7632684111595155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012987852096557617,0.023088602349162105,0.00010356307029724121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4802376031875613,0.46595814824104315,9.776498794555664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.110646115,1780597012,110108803,imu_link,-0.04881545901298523,0.07167964428663255,0.6401752829551698,0.7633182406425477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018824633210897446,0.024329867213964462,0.004559009801596404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6331605911254883,0.2973209023475647,9.74644184112549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.120775630,1780597012,120610085,imu_link,-0.04884598776698113,0.07169145345687866,0.6401941180229188,0.7632994055747987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014419854618608953,0.023183971643447876,0.01984462328255177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8231455087661745,0.17371419072151184,9.71714973449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.120890376,1780597012,120623033,imu_link,-0.048876598477363586,0.07169539481401445,0.6402000784873964,0.7632920742034912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017313661053776744,0.01826360821723938,0.0058241188526153564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9822981357574463,0.020851114764809612,9.722691535949709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.120993872,1780597012,120629961,imu_link,-0.04889372363686562,0.07169802486896515,0.6401926279067993,0.7632969021797181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008498132228851318,0.010379404760897161,-0.007924437522888184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.905573844909668,-0.02425307966768742,9.723542213439943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.121107081,1780597012,120636698,imu_link,-0.048906091600656516,0.07169633358716966,0.6403037309646606,0.7632031440734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008597970008850098,0.006609410047531128,0.011625141836702825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.786489725112915,-0.0678199827671051,9.709875106811523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.132647290,1780597012,132401857,imu_link,-0.048906855285167694,0.07169977575540544,0.6403185129165649,0.7631903290748597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.258488429011778e-05,0.002641230821609497,0.015693159773945812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7805066108703613,-0.10547956824302673,9.708272933959961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.132756391,1780597012,132416191,imu_link,-0.04890870302915573,0.07170524448156358,0.64031982421875,0.7631886005401611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015310944290831687,0.004331022500991821,0.0017561018466949463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9000865221023562,-0.05927325785160065,9.651186943054201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.132882142,1780597012,132423374,imu_link,-0.04890802875161172,0.07170949876308441,0.640317440032959,0.7631903290748597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002788752550259233,0.002246350049972534,-0.0021338465157896285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8652740716934206,-0.00995655544102192,9.606446266174318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.133006329,1780597012,132430067,imu_link,-0.04888927936553955,0.0717172995209694,0.64033180475235,0.7631787061691284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00789538025856018,-0.0032529234886169434,0.013432652689516546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7691038846969607,0.10222005844116211,9.576380729675295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.133118205,1780597012,132436624,imu_link,-0.04887999221682549,0.0717218816280365,0.6403344869613647,0.7631766200065614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007774680852890015,-0.001950562349520624,0.003419071901589632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7902843952178955,0.21604178845882419,9.575228691101076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.143278592,1780597012,143113150,imu_link,-0.048869892954826355,0.0717231258749962,0.6403337121009828,0.7631778717041016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006891042459756137,-0.0044539570808410645,-0.000496208667755127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7211086750030518,0.39882287383079534,9.593618392944336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.143403289,1780597012,143126512,imu_link,-0.0488644726574421,0.0717214047908783,0.6403425335884095,0.7631710767745972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016532838344573975,-0.0037819154094904666,0.009097903966903687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5866674184799197,0.5387588739395142,9.641422271728516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.143514147,1780597012,143133637,imu_link,-0.04886014759540558,0.07172545790672302,0.6403508186340332,0.7631639242172241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022307040635496382,0.0016011298866942527,0.00650063157081604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4664945602416992,0.5683833956718446,9.718343734741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.143631340,1780597012,143140499,imu_link,-0.04887338727712631,0.07172372937202454,0.640347182750702,0.7631662487983705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008675456047058105,0.005724280606955291,-0.004272162914276123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.512218952178955,0.5053634047508241,9.727943420410156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.154189003,1780597012,153821134,imu_link,-0.04888476058840752,0.07172532379627228,0.640358567237854,0.7631558775901796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007191300857812167,0.006946176290512085,0.011674314737319946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.478684902191162,0.4467838406562805,9.729176521301271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.154351824,1780597012,153840365,imu_link,-0.04889680072665215,0.07172729074954987,0.640377700328827,0.7631388902664185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008112190291285515,0.007592886220663787,0.01978650689125061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.632524609565735,0.33641126751899725,9.728360176086428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.154479136,1780597012,153852309,imu_link,-0.04889567196369171,0.07172887027263641,0.6402605772018433,0.7632369995117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01449734251946211,0.0026769938413053755,-0.004416704177856445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8265433311462402,0.14737711846828463,9.67633056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.154597711,1780597012,153863504,imu_link,-0.0489027202129364,0.0717211738228798,0.6402533650398256,0.7632433176040649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007595121394842864,-0.00117570161819458,-0.008320809341967108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7150614261627197,0.08155885338783264,9.639698028564453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.164943052,1780597012,164565128,imu_link,-0.04890055954456329,0.07171200960874559,0.640268623828888,0.7632315158843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004716217517852783,-0.006631017196923495,0.015100092627108099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5960745811462402,0.04145490005612374,9.671142578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.165335020,1780597012,164602054,imu_link,-0.04889629408717156,0.07170669734477997,0.640282392501831,0.7632207274436952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013381245080381632,-0.005356968846172095,0.013966115191578865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6514923572540283,-0.012729943729937078,9.63008213043213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.165515101,1780597012,164625031,imu_link,-0.04888053983449936,0.07170974463224412,0.6401551365852357,0.7633281946182251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004802644718438388,-0.003966689575463534,-0.008019804954528809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7487767934799197,0.019352192059159282,9.610170364379883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.165983278,1780597012,164647391,imu_link,-0.04887284711003304,0.07170245051383972,0.6401550769805908,0.7633294463157655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010050834389403465,-0.008471310138702393,-0.0005126000032760204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6138434410095215,0.0828724354505539,9.57304096221924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.176711216,1780597012,176375445,imu_link,-0.04886345937848092,0.07169873267412187,0.6401669979095459,0.7633204460144043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027842819690704346,-0.007034838665276767,0.012277812696993353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5767306089401247,0.060553949326276786,9.544018745422365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.177017939,1780597012,176413366,imu_link,-0.04885822162032128,0.07169948518276215,0.6401715874671937,0.7633168101310731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031702227424830203,-0.0021979217417538166,0.005019457545131446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6606744527816775,0.1415737271308899,9.50110721588135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.177305240,1780597012,176433525,imu_link,-0.04883333295583725,0.07170865684747697,0.6400781869888306,0.7633957266807557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00526383426040411,-0.004932284355163574,0.0033773484174162154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6817089319229128,0.29139113426208496,9.484283447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.177469864,1780597012,176451808,imu_link,-0.04882953315973282,0.07171161472797394,0.6400822401046753,0.7633923292160034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003462284803390503,-0.00010430813563289122,0.004572421312332153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5557210445404053,0.4650167226791382,9.551974296569826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.177713600,1780597012,176471028,imu_link,-0.04883051663637161,0.0717151388525963,0.6400848627090454,0.7633897662162782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009484590846113862,0.0026978556998074055,0.0029869377613067627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.481140971183777,0.5342822670936586,9.605037689208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.186624349,1780597012,186210400,imu_link,-0.04883998259902001,0.07171732187271118,0.6400878429412842,0.7633864879608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004969536792486907,0.006250292062759399,0.0030763449613004927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4316357374191286,0.5307776927947998,9.658487319946289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.187134939,1780597012,186270181,imu_link,-0.04884287342429162,0.07172499597072601,0.6400583386421205,0.7634102702140809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009827316738665106,0.008366257883608343,0.016336888074874878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.50734543800354,0.5290157794952393,9.753685951232912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.187396261,1780597012,186301322,imu_link,-0.04887156933546066,0.07172948122024536,0.6400671601295472,0.7634005546569824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016118587926030162,0.01763775944709778,0.008841604925692083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7317235469818115,0.40268990397453314,9.801280975341797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.187693855,1780597012,186333061,imu_link,-0.04889912158250809,0.07172746956348419,0.6400650143623353,0.7634008526802064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017730891704559326,0.012940914370119573,-0.0031068923417478804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8745262622833252,0.258999913930893,9.758947372436523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.198432068,1780597012,197921950,imu_link,-0.04892038553953171,0.07172062993049622,0.6400724053382875,0.7633939385414125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017189975827932358,0.0068105761893093595,0.006539374589920044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9263718128204346,0.1279522925615311,9.771487236022951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.198668720,1780597012,197984593,imu_link,-0.048924095928668976,0.07171311974525452,0.6400904655456543,0.7633792757987977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014491380192339422,-0.0008016825304366649,0.015036016702651978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9335780143737793,0.016692610457539562,9.812121391296388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.198907258,1780597012,198010485,imu_link,-0.0489293746650219,0.07170268148183824,0.6400970220565796,0.7633744478225708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009144842624664307,-0.0036537649575620894,0.005766004323959351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9898716211318972,-0.01931653916835785,9.80026149749756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.199136938,1780597012,198034573,imu_link,-0.04892914742231369,0.07168474048376085,0.6400996446609497,0.7633739709854126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009228289127349854,-0.011152031831443312,0.0011958185350522401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8687148094177246,-0.0064664105884730825,9.77132797241211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.199440231,1780597012,198067609,imu_link,-0.04892346262931824,0.07166948914527893,0.6401031613349916,0.7633727788925171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004594028461724521,-0.01230686902999878,0.0024475159589201216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7644743919372559,-0.044757045805454254,9.755855560302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.209218268,1780597012,208680374,imu_link,-0.048910263925790794,0.07166036218404771,0.6401121616363525,0.7633668780326844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038176777306944136,-0.010991097427904608,0.00630989670753479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.731701970100403,-0.010054799728095533,9.679150581359865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.209518691,1780597012,208742286,imu_link,-0.04889735952019692,0.07164663821458818,0.6401197314262391,0.7633626461029053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024363400007132444,-0.015047190710902214,0.006970018614083529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7589781284332275,0.04593205079436303,9.552377700805664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
