time,stamp_secs,stamp_nsecs,mode
2026/06/04 15:15:50.520730464,0,0,4
2026/06/04 15:15:50.540615940,0,0,4
2026/06/04 15:15:50.560572680,0,0,4
2026/06/04 15:15:50.580508579,0,0,4
2026/06/04 15:15:50.600602402,0,0,4
2026/06/04 15:15:50.620763501,0,0,4
2026/06/04 15:15:50.640609353,0,0,4
2026/06/04 15:15:50.660794095,0,0,4
2026/06/04 15:15:50.680453352,0,0,4
2026/06/04 15:15:50.700500537,0,0,4
2026/06/04 15:15:50.720518053,0,0,4
2026/06/04 15:15:50.740500830,0,0,4
2026/06/04 15:15:50.760896734,0,0,4
2026/06/04 15:15:50.780797703,0,0,4
2026/06/04 15:15:50.800619855,0,0,4
2026/06/04 15:15:50.820844818,0,0,4
2026/06/04 15:15:50.840634503,0,0,4
2026/06/04 15:15:50.860541257,0,0,4
2026/06/04 15:15:50.880460606,0,0,4
2026/06/04 15:15:50.900804239,0,0,4
2026/06/04 15:15:50.920765965,0,0,4
2026/06/04 15:15:50.940603521,0,0,4
2026/06/04 15:15:50.960873900,0,0,4
2026/06/04 15:15:50.980837926,0,0,4
2026/06/04 15:15:51.772196,0,0,4
2026/06/04 15:15:51.20568373,0,0,4
2026/06/04 15:15:51.40728538,0,0,4
2026/06/04 15:15:51.61101324,0,0,4
2026/06/04 15:15:51.81089030,0,0,4
2026/06/04 15:15:51.101160295,0,0,4
2026/06/04 15:15:51.120705128,0,0,4
2026/06/04 15:15:51.140533434,0,0,4
2026/06/04 15:15:51.160716840,0,0,4
2026/06/04 15:15:51.180863127,0,0,4
2026/06/04 15:15:51.200667846,0,0,4
2026/06/04 15:15:51.221136261,0,0,4
2026/06/04 15:15:51.240962183,0,0,4
2026/06/04 15:15:51.260917609,0,0,4
2026/06/04 15:15:51.280645685,0,0,4
2026/06/04 15:15:51.300677821,0,0,4
2026/06/04 15:15:51.320739199,0,0,4
2026/06/04 15:15:51.340741457,0,0,4
2026/06/04 15:15:51.360754920,0,0,4
2026/06/04 15:15:51.380810584,0,0,4
2026/06/04 15:15:51.400874986,0,0,4
2026/06/04 15:15:51.420604826,0,0,4
2026/06/04 15:15:51.440516582,0,0,4
2026/06/04 15:15:51.460629824,0,0,4
2026/06/04 15:15:51.480703667,0,0,4
2026/06/04 15:15:51.500886995,0,0,4
2026/06/04 15:15:51.521378223,0,0,4
2026/06/04 15:15:51.540648008,0,0,4
2026/06/04 15:15:51.560755799,0,0,4
2026/06/04 15:15:51.580654412,0,0,4
2026/06/04 15:15:51.600885297,0,0,4
2026/06/04 15:15:51.621086039,0,0,4
2026/06/04 15:15:51.640872372,0,0,4
2026/06/04 15:15:51.661031837,0,0,4
2026/06/04 15:15:51.681444394,0,0,4
2026/06/04 15:15:51.700705574,0,0,4
2026/06/04 15:15:51.720549871,0,0,4
2026/06/04 15:15:51.740678053,0,0,4
2026/06/04 15:15:51.760855551,0,0,4
2026/06/04 15:15:51.780833778,0,0,4
2026/06/04 15:15:51.801299137,0,0,4
2026/06/04 15:15:51.821169733,0,0,4
2026/06/04 15:15:51.840785739,0,0,4
2026/06/04 15:15:51.860628836,0,0,4
2026/06/04 15:15:51.880571890,0,0,4
2026/06/04 15:15:51.900590951,0,0,4
2026/06/04 15:15:51.920731722,0,0,4
2026/06/04 15:15:51.940840595,0,0,4
2026/06/04 15:15:51.960886560,0,0,4
2026/06/04 15:15:51.980857664,0,0,4
2026/06/04 15:15:52.511012,0,0,4
2026/06/04 15:15:52.20563554,0,0,4
2026/06/04 15:15:52.40746156,0,0,4
2026/06/04 15:15:52.60792382,0,0,4
2026/06/04 15:15:52.80887023,0,0,4
2026/06/04 15:15:52.101171868,0,0,4
2026/06/04 15:15:52.120992982,0,0,4
2026/06/04 15:15:52.140650408,0,0,4
2026/06/04 15:15:52.160633849,0,0,4
2026/06/04 15:15:52.180637460,0,0,4
2026/06/04 15:15:52.201246213,0,0,4
2026/06/04 15:15:52.221128548,0,0,4
2026/06/04 15:15:52.240819628,0,0,4
2026/06/04 15:15:52.261106758,0,0,4
2026/06/04 15:15:52.280614533,0,0,4
2026/06/04 15:15:52.300532318,0,0,4
2026/06/04 15:15:52.320945199,0,0,4
2026/06/04 15:15:52.340534032,0,0,4
2026/06/04 15:15:52.360575848,0,0,4
2026/06/04 15:15:52.380636899,0,0,4
2026/06/04 15:15:52.400900869,0,0,4
2026/06/04 15:15:52.420821372,0,0,4
2026/06/04 15:15:52.440581853,0,0,4
2026/06/04 15:15:52.460482995,0,0,4
2026/06/04 15:15:52.480447281,0,0,4
2026/06/04 15:15:52.500809774,0,0,4
2026/06/04 15:15:52.520786654,0,0,4
2026/06/04 15:15:52.540698975,0,0,4
2026/06/04 15:15:52.560863043,0,0,4
2026/06/04 15:15:52.580567420,0,0,4
2026/06/04 15:15:52.600578466,0,0,4
2026/06/04 15:15:52.620647387,0,0,4
2026/06/04 15:15:52.641018797,0,0,4
2026/06/04 15:15:52.660865826,0,0,4
2026/06/04 15:15:52.681072043,0,0,4
2026/06/04 15:15:52.701196869,0,0,4
2026/06/04 15:15:52.720599517,0,0,4
2026/06/04 15:15:52.740568195,0,0,4
2026/06/04 15:15:52.760653889,0,0,4
2026/06/04 15:15:52.780857264,0,0,4
2026/06/04 15:15:52.800723038,0,0,4
2026/06/04 15:15:52.820835650,0,0,4
2026/06/04 15:15:52.840440327,0,0,4
2026/06/04 15:15:52.860639837,0,0,4
2026/06/04 15:15:52.880544506,0,0,4
2026/06/04 15:15:52.900727662,0,0,4
2026/06/04 15:15:52.920664748,0,0,4
2026/06/04 15:15:52.941233071,0,0,4
2026/06/04 15:15:52.961067513,0,0,4
2026/06/04 15:15:52.980913114,0,0,4
2026/06/04 15:15:53.784451,0,0,4
2026/06/04 15:15:53.20563023,0,0,4
2026/06/04 15:15:53.40527649,0,0,4
2026/06/04 15:15:53.60512746,0,0,4
2026/06/04 15:15:53.81293672,0,0,4
2026/06/04 15:15:53.100921844,0,0,4
2026/06/04 15:15:53.121310710,0,0,4
2026/06/04 15:15:53.140856749,0,0,4
2026/06/04 15:15:53.160530357,0,0,4
2026/06/04 15:15:53.180670159,0,0,4
2026/06/04 15:15:53.200858960,0,0,4
2026/06/04 15:15:53.220987215,0,0,4
2026/06/04 15:15:53.240847790,0,0,4
2026/06/04 15:15:53.260883341,0,0,4
2026/06/04 15:15:53.281147548,0,0,4
2026/06/04 15:15:53.300686399,0,0,4
2026/06/04 15:15:53.320658493,0,0,4
2026/06/04 15:15:53.340597992,0,0,4
2026/06/04 15:15:53.360703087,0,0,4
2026/06/04 15:15:53.380776288,0,0,4
2026/06/04 15:15:53.400869131,0,0,4
2026/06/04 15:15:53.420829771,0,0,4
2026/06/04 15:15:53.440606548,0,0,4
2026/06/04 15:15:53.460541082,0,0,4
2026/06/04 15:15:53.480583424,0,0,4
2026/06/04 15:15:53.500631994,0,0,4
2026/06/04 15:15:53.521199843,0,0,4
2026/06/04 15:15:53.540942565,0,0,4
2026/06/04 15:15:53.560769485,0,0,4
2026/06/04 15:15:53.581077390,0,0,4
2026/06/04 15:15:53.600375504,0,0,4
2026/06/04 15:15:53.620521712,0,0,4
2026/06/04 15:15:53.640717697,0,0,4
2026/06/04 15:15:53.660824893,0,0,4
2026/06/04 15:15:53.681078793,0,0,4
2026/06/04 15:15:53.700738876,0,0,4
2026/06/04 15:15:53.721335363,0,0,4
2026/06/04 15:15:53.740727458,0,0,4
2026/06/04 15:15:53.760622433,0,0,4
2026/06/04 15:15:53.780739243,0,0,4
2026/06/04 15:15:53.801166796,0,0,4
2026/06/04 15:15:53.820995109,0,0,4
2026/06/04 15:15:53.840909969,0,0,4
2026/06/04 15:15:53.860636577,0,0,4
2026/06/04 15:15:53.880659104,0,0,4
2026/06/04 15:15:53.900487509,0,0,4
2026/06/04 15:15:53.920548627,0,0,4
2026/06/04 15:15:53.940770542,0,0,4
2026/06/04 15:15:53.961025980,0,0,4
2026/06/04 15:15:53.980947101,0,0,4
2026/06/04 15:15:54.1282418,0,0,4
2026/06/04 15:15:54.20916204,0,0,4
2026/06/04 15:15:54.40386664,0,0,4
2026/06/04 15:15:54.60404682,0,0,4
2026/06/04 15:15:54.80657868,0,0,4
2026/06/04 15:15:54.101058769,0,0,4
2026/06/04 15:15:54.120999289,0,0,4
2026/06/04 15:15:54.140714761,0,0,4
2026/06/04 15:15:54.160978096,0,0,4
2026/06/04 15:15:54.180504781,0,0,4
2026/06/04 15:15:54.200407534,0,0,4
2026/06/04 15:15:54.220425746,0,0,4
2026/06/04 15:15:54.240784522,0,0,4
2026/06/04 15:15:54.260896194,0,0,4
2026/06/04 15:15:54.280812890,0,0,4
2026/06/04 15:15:54.300688081,0,0,4
2026/06/04 15:15:54.320662051,0,0,4
2026/06/04 15:15:54.340437836,0,0,4
2026/06/04 15:15:54.360639851,0,0,4
2026/06/04 15:15:54.380793278,0,0,4
2026/06/04 15:15:54.400933738,0,0,4
2026/06/04 15:15:54.421386790,0,0,4
2026/06/04 15:15:54.440925058,0,0,4
2026/06/04 15:15:54.460663936,0,0,4
2026/06/04 15:15:54.480493409,0,0,4
2026/06/04 15:15:54.500530957,0,0,4
2026/06/04 15:15:54.520797684,0,0,4
2026/06/04 15:15:54.540607632,0,0,4
2026/06/04 15:15:54.560954910,0,0,4
2026/06/04 15:15:54.580747718,0,0,4
2026/06/04 15:15:54.600751256,0,0,4
2026/06/04 15:15:54.620453484,0,0,4
2026/06/04 15:15:54.640459069,0,0,4
2026/06/04 15:15:54.660379754,0,0,4
2026/06/04 15:15:54.680766956,0,0,4
2026/06/04 15:15:54.700764869,0,0,4
2026/06/04 15:15:54.720784955,0,0,4
2026/06/04 15:15:54.740660814,0,0,4
2026/06/04 15:15:54.760480426,0,0,4
2026/06/04 15:15:54.780432094,0,0,4
2026/06/04 15:15:54.800538947,0,0,4
2026/06/04 15:15:54.820660562,0,0,4
2026/06/04 15:15:54.840613767,0,0,4
2026/06/04 15:15:54.860740256,0,0,4
2026/06/04 15:15:54.881002179,0,0,4
2026/06/04 15:15:54.900553845,0,0,4
