time,layout_data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30
2026/06/04 15:16:52.95641425,0,1780597012.060094,497.569,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.73127693775094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.95789838,0,1780597012.0800922,497.589,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.852239461669544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.100507502,0,1780597012.100061,497.60900000000004,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.925747456973927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.120572563,0,1780597012.120103,497.629,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.042057576126425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.140531063,0,1780597012.1400635,497.649,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77221809969262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.160694889,0,1780597012.160133,497.669,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97506294749458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.180775111,0,1780597012.1801183,497.689,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.889458699798347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.200853045,0,1780597012.2001345,497.709,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.029030842781342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.220886790,0,1780597012.2201598,497.729,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11091316666471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
2026/06/04 15:16:52.240738524,0,1780597012.2401226,497.749,-0.38790160791730477,0.0,-0.020109450099696176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99646400941865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9319888641602,0.0,0.0,0.0,0.0,0.0
