time,header_stamp_secs,header_stamp_nsecs,header_frame_id,vector_x,vector_y,vector_z
2026/06/04 15:15:44.103856825,1780596944,79008253,imu_link,1.349998588013227,7.492331224229868,82.12694220627674
2026/06/04 15:15:44.103997579,1780596944,79026126,imu_link,1.3508916435381968,7.491851362670363,82.12821860425264
2026/06/04 15:15:44.104145366,1780596944,89555030,imu_link,1.35165493210558,7.491105850986804,82.13080812600496
2026/06/04 15:15:44.104254872,1780596944,89588905,imu_link,1.351896487370517,7.491109365934084,82.1303927128391
2026/06/04 15:15:44.104335291,1780596944,89606660,imu_link,1.351466517288019,7.490427275385951,82.12991235745457
2026/06/04 15:15:44.104417265,1780596944,89623387,imu_link,1.3509078193475228,7.490314772464055,82.13147586473559
2026/06/04 15:15:44.104499474,1780596944,99185135,imu_link,1.3500207262934862,7.490776541018495,82.13284028615097
2026/06/04 15:15:44.104583046,1780596944,99208359,imu_link,1.347806534931464,7.491865371495864,82.13264582763293
2026/06/04 15:15:44.104661863,1780596944,99220771,imu_link,1.3454765472771044,7.492925999898649,82.13305166321058
2026/06/04 15:15:44.104742099,1780596944,99242889,imu_link,1.343717381588411,7.494612026860761,82.13408465223696
2026/06/04 15:15:44.108298546,1780596944,107771395,imu_link,1.3427625061910329,7.495524702959429,82.13543623912058
2026/06/04 15:15:44.108619347,1780596944,107782981,imu_link,1.3425270502636093,7.494576953007362,82.13711197343137
2026/06/04 15:15:44.108910997,1780596944,107792893,imu_link,1.3422732732336917,7.49253742110645,82.13721836912958
2026/06/04 15:15:44.119911574,1780596944,119522128,imu_link,1.3421964605233094,7.490015649364241,82.13671561667381
2026/06/04 15:15:44.120300050,1780596944,119561308,imu_link,1.3425925022245,7.486742301581279,82.13763112221697
2026/06/04 15:15:44.120697333,1780596944,119584295,imu_link,1.3434642819585942,7.4837196925675125,82.14001674374968
2026/06/04 15:15:44.121129753,1780596944,119604436,imu_link,1.3431636721690305,7.48141361183056,82.13907315373727
2026/06/04 15:15:44.121505413,1780596944,119624075,imu_link,1.343770008202198,7.479216491265437,82.13807751190294
2026/06/04 15:15:44.130496624,1780596944,130195737,imu_link,1.3440952734324896,7.477613268664048,82.1398531983282
2026/06/04 15:15:44.130797885,1780596944,130230011,imu_link,1.3443987309151677,7.477595046322735,82.14128852074533
2026/06/04 15:15:44.131027499,1780596944,130247429,imu_link,1.3439579815224088,7.47891527136517,82.14082685358073
2026/06/04 15:15:44.131232288,1780596944,130262503,imu_link,1.3442967756586965,7.481125431792737,82.14058952514867
2026/06/04 15:15:44.140065500,1780596944,139791347,imu_link,1.3427666121305417,7.4848199189397215,82.14266364423703
2026/06/04 15:15:44.140303230,1780596944,139816998,imu_link,1.3427586534642844,7.490255727684551,82.143017970394
2026/06/04 15:15:44.140524216,1780596944,139835135,imu_link,1.342142777843394,7.494919770122102,82.14421204512615
2026/06/04 15:15:44.140733369,1780596944,139850373,imu_link,1.3416245084253713,7.499210236729357,82.14597698889413
2026/06/04 15:15:44.151889382,1780596944,151600068,imu_link,1.3416842077628255,7.502109640042157,82.1458484544832
2026/06/04 15:15:44.152145489,1780596944,151624398,imu_link,1.342449450633737,7.503845372705944,82.14492260501882
2026/06/04 15:15:44.152370830,1780596944,151636283,imu_link,1.3448036329879682,7.504374991661004,82.14724327597878
2026/06/04 15:15:44.152578027,1780596944,151647762,imu_link,1.3464169227489011,7.503746239602686,82.14878536155423
2026/06/04 15:15:44.152813489,1780596944,151664296,imu_link,1.3476340455731253,7.503065906928194,82.14718167521062
2026/06/04 15:15:44.162479182,1780596944,162265356,imu_link,1.349678775896271,7.501303651063942,82.14755683149347
2026/06/04 15:15:44.162720051,1780596944,162288017,imu_link,1.351624370041617,7.499958227685309,82.1501213796516
2026/06/04 15:15:44.162928856,1780596944,162301250,imu_link,1.3525714768450308,7.499007590415688,82.15051366450463
2026/06/04 15:15:44.163160043,1780596944,162315703,imu_link,1.3521236800797178,7.498336226786869,82.14893814187519
2026/06/04 15:15:44.173351770,1780596944,173076812,imu_link,1.3515577213952297,7.497685285683052,82.1500650815635
2026/06/04 15:15:44.173656537,1780596944,173109313,imu_link,1.3507355004209898,7.4979522483591206,82.15074581949398
2026/06/04 15:15:44.173939077,1780596944,173127643,imu_link,1.3491561852554046,7.498930681804019,82.15199819015055
2026/06/04 15:15:44.174232510,1780596944,173144824,imu_link,1.3484176037910407,7.4987126690158625,82.15282908060132
2026/06/04 15:15:44.184481451,1780596944,183833086,imu_link,1.3473771550727949,7.497817583845231,82.15341413216778
2026/06/04 15:15:44.185066744,1780596944,183895245,imu_link,1.3474020056832716,7.496433831170325,82.15302341674992
2026/06/04 15:15:44.185483002,1780596944,183932149,imu_link,1.347475986347592,7.494349656415063,82.15387935290464
2026/06/04 15:15:44.185971786,1780596944,183965712,imu_link,1.3483210946269664,7.490938328629954,82.15608923047017
